date,ad_format,placement,audience,impressions,clicks,conversions,cost,ctr,cpc,cpa
2024-01-21,图片,底部,18-24岁,1187,19,0,42.44,0.0168,2.23,0
2024-01-21,图片,侧边栏,35-44岁,1033,18,0,53.44,0.0176,2.97,0
2024-01-21,信息流,开屏,18-24岁,1091,37,0,97.35,0.0348,2.63,0
2024-01-21,原生,信息流,55岁以上,859,20,0,45.74,0.0242,2.29,0
2024-01-21,信息流,信息流,25-34岁,1048,28,0,65.32,0.0273,2.33,0
2024-01-21,图片,首页,25-34岁,1030,25,0,56.42,0.0247,2.26,0
2024-01-21,横幅,开屏,55岁以上,582,12,0,25.91,0.0211,2.16,0
2024-01-22,横幅,开屏,25-34岁,529,9,0,25.2,0.0181,2.8,0
2024-01-22,视频,底部,35-44岁,845,21,0,62.53,0.0253,2.98,0
2024-01-22,视频,开屏,18-24岁,951,38,0,81.01,0.041,2.13,0
2024-01-22,横幅,底部,18-24岁,714,8,0,22.69,0.0122,2.84,0
2024-01-22,信息流,开屏,25-34岁,1044,36,0,101.77,0.0348,2.83,0
2024-01-22,信息流,信息流,25-34岁,1216,31,0,74.96,0.0256,2.42,0
2024-01-22,视频,开屏,18-24岁,846,32,0,75.6,0.0384,2.36,0
2024-01-22,视频,底部,18-24岁,878,19,0,51.19,0.0222,2.69,0
2024-01-22,横幅,底部,25-34岁,560,7,0,17.83,0.0126,2.55,0
2024-01-22,视频,底部,25-34岁,785,19,0,42.58,0.0252,2.24,0
2024-01-22,原生,开屏,55岁以上,926,25,0,73.72,0.028,2.95,0
2024-01-22,图片,开屏,45-54岁,835,21,0,50.7,0.0255,2.41,0
2024-01-22,图片,侧边栏,25-34岁,1006,18,0,43.67,0.0182,2.43,0
2024-01-22,横幅,底部,45-54岁,540,5,0,12.7,0.011,2.54,0
2024-01-22,横幅,侧边栏,35-44岁,668,9,0,18.61,0.0139,2.07,0
2024-01-22,横幅,底部,25-34岁,519,6,0,12.11,0.013,2.02,0
2024-01-22,信息流,信息流,45-54岁,1321,38,0,77.62,0.0295,2.04,0
2024-01-22,图片,信息流,55岁以上,931,19,0,49.31,0.0206,2.6,0
2024-01-22,图片,侧边栏,45-54岁,971,16,0,40.68,0.0168,2.54,0
2024-01-22,图片,首页,45-54岁,1148,27,0,78.98,0.0235,2.93,0
2024-01-22,横幅,底部,45-54岁,706,8,0,18.95,0.0115,2.37,0
2024-01-22,原生,底部,25-34岁,1044,20,0,51.45,0.0192,2.57,0
2024-01-22,信息流,侧边栏,35-44岁,1279,28,0,65.97,0.022,2.36,0
2024-01-22,视频,首页,55岁以上,744,26,0,66.77,0.0357,2.57,0
2024-01-22,信息流,底部,55岁以上,1370,27,0,74.9,0.0197,2.77,0
2024-01-22,视频,首页,35-44岁,814,31,0,86.15,0.0383,2.78,0
2024-01-22,视频,底部,55岁以上,663,14,0,35.71,0.0222,2.55,0
2024-01-22,横幅,侧边栏,45-54岁,516,6,0,14.88,0.013,2.48,0
2024-01-22,信息流,信息流,35-44岁,1107,28,0,64.84,0.026,2.32,0
2024-01-22,信息流,首页,25-34岁,1398,40,0,87.45,0.0288,2.19,0
2024-01-22,信息流,底部,18-24岁,1208,24,0,53.7,0.0206,2.24,0
2024-01-23,图片,首页,18-24岁,1085,25,0,55.53,0.0239,2.22,0
2024-01-23,信息流,开屏,18-24岁,1328,38,0,93.59,0.0294,2.46,0
2024-01-23,信息流,信息流,55岁以上,1053,30,0,89.22,0.0289,2.97,0
2024-01-23,信息流,侧边栏,35-44岁,1295,29,0,81.03,0.0225,2.79,0
2024-01-23,图片,侧边栏,18-24岁,930,16,0,42.09,0.018,2.63,0
2024-01-23,图片,信息流,18-24岁,864,17,0,45.67,0.0204,2.69,0
2024-01-23,原生,信息流,45-54岁,786,19,0,52.67,0.0246,2.77,0
2024-01-23,信息流,信息流,18-24岁,1139,30,0,89.71,0.027,2.99,0
2024-01-23,信息流,信息流,55岁以上,1355,39,0,85.0,0.0294,2.18,0
2024-01-23,信息流,首页,35-44岁,993,27,0,64.63,0.0278,2.39,0
2024-01-23,信息流,开屏,55岁以上,1034,30,0,89.88,0.0298,3.0,0
2024-01-23,原生,开屏,35-44岁,780,20,0,45.38,0.0265,2.27,0
2024-01-23,信息流,开屏,45-54岁,1331,42,0,109.77,0.0322,2.61,0
2024-01-23,图片,底部,25-34岁,1093,17,0,46.5,0.0164,2.74,0
2024-01-23,视频,开屏,18-24岁,849,36,0,99.15,0.0427,2.75,0
2024-01-23,横幅,侧边栏,35-44岁,694,8,0,21.28,0.0126,2.66,0
2024-01-23,横幅,信息流,35-44岁,667,11,0,32.24,0.0177,2.93,0
2024-01-23,视频,首页,18-24岁,881,34,0,68.69,0.0392,2.02,0
2024-01-23,信息流,侧边栏,18-24岁,1144,26,0,73.42,0.0229,2.82,0
2024-01-23,视频,开屏,55岁以上,698,29,0,84.41,0.0426,2.91,0
2024-01-23,图片,侧边栏,35-44岁,913,17,0,46.4,0.0195,2.73,0
2024-01-23,信息流,信息流,55岁以上,1012,28,0,63.86,0.0283,2.28,0
2024-01-23,原生,侧边栏,35-44岁,766,14,0,37.19,0.0194,2.66,0
2024-01-23,原生,底部,25-34岁,1022,19,0,39.85,0.0189,2.1,0
2024-01-23,横幅,开屏,18-24岁,642,11,0,22.34,0.0186,2.03,0
2024-01-23,信息流,底部,25-34岁,1352,29,0,80.14,0.0216,2.76,0
2024-01-23,图片,底部,55岁以上,1005,16,0,46.83,0.0165,2.93,0
2024-01-23,图片,底部,35-44岁,1011,17,0,47.03,0.0174,2.77,0
2024-01-23,图片,开屏,35-44岁,847,23,0,66.6,0.0282,2.9,0
2024-01-23,图片,底部,55岁以上,879,13,0,29.49,0.0158,2.27,0
2024-01-23,视频,开屏,55岁以上,798,32,0,89.86,0.0408,2.81,0
2024-01-23,信息流,侧边栏,25-34岁,1009,21,0,45.21,0.0214,2.15,0
2024-01-24,原生,首页,45-54岁,890,22,0,53.29,0.0252,2.42,0
2024-01-24,图片,首页,18-24岁,833,19,0,47.69,0.0239,2.51,0
2024-01-24,信息流,开屏,55岁以上,1407,43,0,91.21,0.0309,2.12,0
2024-01-24,视频,首页,25-34岁,934,32,0,72.77,0.0351,2.27,0
2024-01-24,视频,侧边栏,55岁以上,774,19,0,45.85,0.0255,2.41,0
2024-01-24,原生,首页,45-54岁,916,26,0,73.58,0.029,2.83,0
2024-01-24,信息流,信息流,45-54岁,1294,32,0,77.59,0.0253,2.42,0
2024-01-24,横幅,底部,18-24岁,576,7,0,17.87,0.0122,2.55,0
2024-01-24,横幅,开屏,18-24岁,634,11,0,32.73,0.0188,2.98,0
2024-01-24,横幅,侧边栏,35-44岁,506,6,0,17.08,0.0124,2.85,0
2024-01-24,视频,底部,55岁以上,950,20,0,48.34,0.0219,2.42,0
2024-01-24,横幅,首页,55岁以上,510,8,0,16.89,0.017,2.11,0
2024-01-24,信息流,信息流,35-44岁,1283,37,0,83.89,0.029,2.27,0
2024-01-24,视频,开屏,18-24岁,825,30,0,87.91,0.0371,2.93,0
2024-01-24,信息流,侧边栏,18-24岁,1152,28,0,66.8,0.0246,2.39,0
2024-01-24,横幅,底部,45-54岁,555,7,0,18.11,0.0132,2.59,0
2024-01-24,原生,信息流,55岁以上,876,20,0,59.49,0.023,2.97,0
2024-01-24,原生,底部,55岁以上,1045,18,0,39.15,0.0174,2.18,0
2024-01-24,信息流,底部,25-34岁,1232,23,0,61.49,0.0192,2.67,0
2024-01-24,图片,开屏,18-24岁,845,22,0,44.19,0.0269,2.01,0
2024-01-24,信息流,信息流,18-24岁,1235,34,0,90.09,0.0277,2.65,0
2024-01-24,信息流,开屏,35-44岁,973,28,0,69.17,0.0294,2.47,0
2024-01-24,图片,侧边栏,18-24岁,944,16,0,33.76,0.0179,2.11,0
2024-01-24,横幅,首页,55岁以上,570,9,0,25.71,0.0169,2.86,0
2024-01-24,信息流,信息流,35-44岁,1182,34,0,78.32,0.0292,2.3,0
2024-01-24,原生,信息流,35-44岁,922,22,0,57.04,0.0249,2.59,0
2024-01-24,视频,侧边栏,55岁以上,866,24,0,51.55,0.0279,2.15,0
2024-01-24,信息流,开屏,45-54岁,1354,47,0,104.99,0.0354,2.23,0
2024-01-24,图片,侧边栏,18-24岁,1082,18,0,45.95,0.0168,2.55,0
2024-01-24,视频,首页,25-34岁,667,22,0,58.73,0.0344,2.67,0
2024-01-24,横幅,底部,55岁以上,614,7,0,16.31,0.0129,2.33,0
2024-01-24,横幅,开屏,45-54岁,632,11,0,26.1,0.018,2.37,0
2024-01-24,横幅,底部,35-44岁,571,6,0,15.87,0.0112,2.65,0
2024-01-24,原生,首页,45-54岁,800,23,0,51.34,0.0289,2.23,0
2024-01-25,横幅,开屏,25-34岁,545,11,0,26.98,0.0213,2.45,0
2024-01-25,视频,侧边栏,35-44岁,736,19,0,46.26,0.027,2.43,0
2024-01-25,视频,底部,25-34岁,843,21,0,59.88,0.0258,2.85,0
2024-01-25,视频,首页,25-34岁,935,34,0,93.13,0.0367,2.74,0
2024-01-25,视频,侧边栏,35-44岁,930,23,0,46.64,0.0254,2.03,0
2024-01-25,信息流,底部,55岁以上,1166,23,0,63.55,0.0205,2.76,0
2024-01-25,横幅,开屏,55岁以上,709,14,0,40.73,0.0204,2.91,0
2024-01-25,信息流,侧边栏,35-44岁,1279,31,0,82.63,0.0245,2.67,0
2024-01-25,信息流,信息流,35-44岁,1166,34,0,88.21,0.0293,2.59,0
2024-01-25,图片,信息流,35-44岁,871,20,0,41.78,0.024,2.09,0
2024-01-25,信息流,开屏,18-24岁,1347,40,0,93.44,0.0299,2.34,0
2024-01-25,横幅,底部,45-54岁,586,6,0,15.96,0.0109,2.66,0
2024-01-25,横幅,侧边栏,55岁以上,534,6,0,12.74,0.0125,2.12,0
2024-01-25,视频,开屏,45-54岁,717,26,0,55.75,0.0369,2.14,0
2024-01-25,信息流,开屏,18-24岁,1102,37,0,96.66,0.0341,2.61,0
2024-01-25,信息流,底部,18-24岁,1003,21,0,57.99,0.0218,2.76,0
2024-01-25,视频,信息流,25-34岁,686,21,0,51.23,0.0309,2.44,0
2024-01-25,横幅,信息流,35-44岁,617,9,0,26.18,0.0152,2.91,0
2024-01-25,信息流,信息流,55岁以上,977,24,0,70.1,0.0251,2.92,0
2024-01-25,原生,底部,35-44岁,857,15,0,43.64,0.0176,2.91,0
2024-01-25,图片,首页,18-24岁,925,23,0,63.79,0.0258,2.77,0
2024-01-25,横幅,信息流,45-54岁,513,8,0,18.84,0.016,2.36,0
2024-01-25,视频,侧边栏,55岁以上,834,24,0,71.87,0.0295,2.99,0
2024-01-25,原生,信息流,45-54岁,938,21,0,54.01,0.0228,2.57,0
2024-01-25,信息流,首页,55岁以上,1230,39,0,85.35,0.0322,2.19,0
2024-01-25,原生,底部,45-54岁,739,13,0,28.6,0.0188,2.2,0
2024-01-25,信息流,侧边栏,35-44岁,1315,29,0,59.23,0.0222,2.04,0
2024-01-25,横幅,信息流,25-34岁,519,8,0,23.75,0.0156,2.97,0
2024-01-25,原生,信息流,55岁以上,810,19,0,50.93,0.0245,2.68,0
2024-01-25,图片,底部,35-44岁,1041,17,0,43.12,0.017,2.54,0
2024-01-25,视频,开屏,55岁以上,657,26,0,74.07,0.0401,2.85,0
2024-01-25,信息流,信息流,35-44岁,1038,27,0,72.95,0.0267,2.7,0
2024-01-25,图片,信息流,35-44岁,1170,27,0,72.81,0.0233,2.7,0
2024-01-25,视频,底部,45-54岁,752,19,0,52.34,0.0255,2.75,0
2024-01-25,信息流,信息流,35-44岁,1297,38,0,79.77,0.0299,2.1,0
2024-01-25,图片,首页,18-24岁,1105,27,0,60.71,0.0247,2.25,0
2024-01-26,信息流,信息流,55岁以上,1426,40,0,119.11,0.0281,2.98,0
2024-01-26,横幅,首页,55岁以上,494,9,0,23.09,0.0198,2.57,0
2024-01-26,视频,开屏,55岁以上,841,34,0,80.09,0.0405,2.36,0
2024-01-26,信息流,首页,35-44岁,1193,33,0,67.51,0.0283,2.05,0
2024-01-26,原生,底部,18-24岁,761,14,0,41.48,0.0193,2.96,0
2024-01-26,信息流,信息流,55岁以上,1176,30,0,60.63,0.0261,2.02,0
2024-01-26,原生,首页,45-54岁,751,18,0,49.91,0.0251,2.77,0
2024-01-26,视频,开屏,25-34岁,718,29,0,85.49,0.0407,2.95,0
2024-01-26,视频,首页,18-24岁,736,28,0,71.94,0.0393,2.57,0
2024-01-26,信息流,底部,18-24岁,1409,29,0,82.92,0.021,2.86,0
2024-01-26,图片,侧边栏,55岁以上,1199,23,0,57.61,0.0194,2.5,0
2024-01-26,原生,侧边栏,55岁以上,725,14,0,35.69,0.0206,2.55,0
2024-01-26,视频,开屏,55岁以上,857,32,0,92.13,0.0382,2.88,0
2024-01-26,原生,首页,18-24岁,814,20,0,57.71,0.0246,2.89,0
2024-01-26,信息流,信息流,55岁以上,1426,42,0,89.72,0.0297,2.14,0
2024-01-26,信息流,信息流,35-44岁,1318,36,0,78.02,0.0276,2.17,0
2024-01-26,图片,首页,25-34岁,1124,25,0,73.37,0.0228,2.93,0
2024-01-26,原生,底部,25-34岁,859,13,0,30.14,0.0161,2.32,0
2024-01-26,横幅,开屏,55岁以上,539,10,0,21.4,0.0194,2.14,0
2024-01-26,横幅,开屏,25-34岁,659,11,0,30.7,0.018,2.79,0
2024-01-26,横幅,首页,55岁以上,654,11,0,29.71,0.0172,2.7,0
2024-01-26,信息流,开屏,35-44岁,1096,36,0,76.3,0.033,2.12,0
2024-01-26,横幅,首页,45-54岁,650,11,0,25.54,0.0178,2.32,0
2024-01-26,横幅,首页,55岁以上,611,11,0,32.59,0.0192,2.96,0
2024-01-26,横幅,首页,45-54岁,598,9,0,24.24,0.0165,2.69,0
2024-01-26,横幅,信息流,45-54岁,516,8,0,23.6,0.0173,2.95,0
2024-01-26,横幅,信息流,55岁以上,530,8,0,20.44,0.0154,2.56,0
2024-01-26,视频,底部,55岁以上,904,19,0,49.74,0.0218,2.62,0
2024-01-26,视频,首页,25-34岁,811,29,0,85.7,0.0358,2.96,0
2024-01-27,原生,开屏,18-24岁,842,24,0,65.48,0.0296,2.73,0
2024-01-27,信息流,信息流,18-24岁,1133,33,0,82.36,0.0299,2.5,0
2024-01-27,视频,信息流,25-34岁,695,23,0,64.62,0.0331,2.81,0
2024-01-27,信息流,开屏,45-54岁,1159,35,0,101.67,0.0306,2.9,0
2024-01-27,横幅,侧边栏,18-24岁,628,7,0,20.99,0.0125,3.0,0
2024-01-27,横幅,首页,55岁以上,697,13,0,28.2,0.0197,2.17,0
2024-01-27,信息流,信息流,18-24岁,1045,29,0,63.86,0.028,2.2,0
2024-01-27,原生,信息流,25-34岁,833,21,0,52.24,0.0252,2.49,0
2024-01-27,图片,首页,25-34岁,1130,27,0,56.27,0.024,2.08,0
2024-01-27,视频,开屏,55岁以上,667,24,0,68.82,0.0367,2.87,0
2024-01-27,横幅,开屏,25-34岁,618,12,0,34.8,0.02,2.9,0
2024-01-27,原生,信息流,18-24岁,759,19,0,38.31,0.0262,2.02,0
2024-01-27,原生,信息流,25-34岁,1028,26,0,64.38,0.0257,2.48,0
2024-01-27,信息流,底部,18-24岁,1371,26,0,59.49,0.0193,2.29,0
2024-01-27,横幅,开屏,35-44岁,706,13,0,35.33,0.0193,2.72,0
2024-01-27,原生,开屏,55岁以上,801,23,0,56.18,0.0287,2.44,0
2024-01-27,视频,侧边栏,35-44岁,734,20,0,49.6,0.0278,2.48,0
2024-01-27,视频,开屏,45-54岁,680,24,0,71.87,0.0354,2.99,0
2024-01-27,图片,底部,45-54岁,925,14,0,37.62,0.0152,2.69,0
2024-01-27,原生,信息流,35-44岁,1035,27,0,80.39,0.0266,2.98,0
2024-01-27,图片,开屏,35-44岁,904,22,0,53.72,0.0251,2.44,0
2024-01-27,信息流,侧边栏,18-24岁,1223,29,0,71.94,0.0243,2.48,0
2024-01-27,原生,首页,25-34岁,1070,29,0,77.72,0.0272,2.68,0
2024-01-27,视频,信息流,55岁以上,821,29,0,86.74,0.0362,2.99,0
2024-01-27,视频,侧边栏,35-44岁,799,20,0,59.47,0.0256,2.97,0
2024-01-27,横幅,底部,55岁以上,537,6,0,15.3,0.0121,2.55,0
2024-01-27,原生,侧边栏,45-54岁,765,15,0,36.09,0.0203,2.41,0
2024-01-27,图片,侧边栏,18-24岁,984,16,0,39.97,0.0166,2.5,0
2024-01-27,信息流,侧边栏,35-44岁,965,21,0,44.86,0.0226,2.14,0
2024-01-27,原生,底部,18-24岁,934,15,0,44.58,0.0168,2.97,0
2024-01-28,原生,底部,35-44岁,727,12,0,29.31,0.0176,2.44,0
2024-01-28,视频,底部,25-34岁,930,21,0,45.12,0.0229,2.15,0
2024-01-28,视频,信息流,25-34岁,782,25,0,64.71,0.0321,2.59,0
2024-01-28,横幅,首页,25-34岁,708,12,0,34.6,0.0171,2.88,0
2024-01-28,信息流,开屏,18-24岁,1291,45,0,119.07,0.0351,2.65,0
2024-01-28,信息流,开屏,35-44岁,972,29,0,82.95,0.0307,2.86,0
2024-01-28,信息流,首页,18-24岁,1282,37,0,101.75,0.0294,2.75,0
2024-01-28,原生,信息流,55岁以上,745,17,0,43.97,0.0241,2.59,0
2024-01-28,横幅,开屏,35-44岁,700,13,0,31.51,0.0195,2.42,0
2024-01-28,信息流,首页,45-54岁,1229,39,0,98.24,0.032,2.52,0
2024-01-28,原生,底部,25-34岁,869,14,0,37.4,0.0167,2.67,0
2024-01-28,视频,首页,25-34岁,801,29,0,82.45,0.0369,2.84,0
2024-01-28,信息流,首页,25-34岁,1427,46,0,126.97,0.0323,2.76,0
2024-01-28,视频,开屏,25-34岁,896,36,0,96.7,0.0405,2.69,0
2024-01-28,图片,底部,55岁以上,994,16,0,38.32,0.0165,2.4,0
2024-01-28,视频,首页,25-34岁,685,25,0,62.79,0.0378,2.51,0
2024-01-28,横幅,首页,35-44岁,613,11,0,32.13,0.018,2.92,0
2024-01-28,视频,底部,45-54岁,885,22,0,57.16,0.026,2.6,0
2024-01-28,原生,底部,25-34岁,1077,19,0,56.98,0.0182,3.0,0
2024-01-28,视频,信息流,35-44岁,660,21,0,46.47,0.032,2.21,0
2024-01-28,视频,开屏,45-54岁,701,28,0,78.44,0.0401,2.8,0
2024-01-28,图片,侧边栏,18-24岁,983,17,0,34.92,0.0174,2.05,0
2024-01-28,横幅,首页,55岁以上,582,9,0,21.27,0.0164,2.36,0
2024-01-29,信息流,首页,18-24岁,1076,31,0,84.36,0.029,2.72,0
2024-01-29,横幅,底部,55岁以上,590,7,0,14.36,0.0123,2.05,0
2024-01-29,横幅,首页,18-24岁,599,9,0,21.46,0.0163,2.38,0
2024-01-29,视频,首页,25-34岁,947,35,0,71.42,0.0377,2.04,0
2024-01-29,横幅,首页,25-34岁,549,9,0,20.09,0.0169,2.23,0
2024-01-29,图片,信息流,45-54岁,926,22,0,44.39,0.0241,2.02,0
2024-01-29,信息流,侧边栏,25-34岁,1302,31,0,75.7,0.0243,2.44,0
2024-01-29,横幅,信息流,55岁以上,586,9,0,19.02,0.0158,2.11,0
2024-01-29,原生,开屏,25-34岁,881,22,0,58.78,0.0259,2.67,0
2024-01-29,视频,信息流,35-44岁,909,28,0,58.81,0.0308,2.1,0
2024-01-29,横幅,侧边栏,25-34岁,564,7,0,20.09,0.0133,2.87,0
2024-01-29,视频,底部,18-24岁,698,17,0,47.28,0.0244,2.78,0
2024-01-29,图片,底部,25-34岁,825,14,0,41.26,0.0172,2.95,0
2024-01-29,视频,侧边栏,18-24岁,844,21,0,52.26,0.0249,2.49,0
2024-01-29,视频,首页,55岁以上,763,27,0,72.96,0.0363,2.7,0
2024-01-29,信息流,侧边栏,25-34岁,1316,29,0,80.91,0.0222,2.79,0
2024-01-29,横幅,侧边栏,55岁以上,690,9,0,18.99,0.0136,2.11,0
2024-01-29,原生,侧边栏,55岁以上,828,17,0,42.49,0.0215,2.5,0
2024-01-29,图片,首页,45-54岁,1184,29,0,62.85,0.0246,2.17,0
2024-01-29,图片,底部,55岁以上,879,14,0,38.46,0.016,2.75,0
2024-01-29,原生,首页,25-34岁,748,18,0,37.16,0.0242,2.06,0
2024-01-29,信息流,底部,55岁以上,986,19,0,46.59,0.02,2.45,0
2024-01-29,图片,侧边栏,55岁以上,995,19,0,39.06,0.0194,2.06,0
2024-01-29,横幅,首页,45-54岁,482,7,0,18.46,0.0163,2.64,0
2024-01-29,原生,信息流,55岁以上,723,16,0,46.46,0.0221,2.9,0
2024-01-29,横幅,开屏,25-34岁,640,11,0,23.02,0.0186,2.09,0
2024-01-29,信息流,首页,25-34岁,1299,39,0,105.59,0.0304,2.71,0
2024-01-29,视频,开屏,25-34岁,953,38,0,103.39,0.0405,2.72,0
2024-01-29,横幅,侧边栏,55岁以上,593,8,0,17.36,0.0146,2.17,0
2024-01-29,信息流,首页,45-54岁,1053,28,0,56.71,0.0275,2.03,0
2024-01-29,视频,开屏,45-54岁,732,30,0,62.09,0.0418,2.07,0
2024-01-29,图片,侧边栏,25-34岁,951,17,0,45.23,0.0186,2.66,0
2024-01-29,信息流,开屏,35-44岁,1184,37,0,89.18,0.032,2.41,0
2024-01-29,图片,首页,45-54岁,998,24,0,51.36,0.0246,2.14,0
2024-01-29,横幅,信息流,35-44岁,519,8,0,21.83,0.0173,2.73,0
2024-01-29,信息流,底部,18-24岁,1404,25,0,53.77,0.0183,2.15,0
2024-01-29,横幅,开屏,55岁以上,656,13,0,36.32,0.0205,2.79,0
2024-01-30,横幅,侧边栏,18-24岁,618,7,0,19.39,0.0123,2.77,0
2024-01-30,横幅,侧边栏,25-34岁,495,7,0,16.05,0.0142,2.29,0
2024-01-30,图片,首页,25-34岁,1153,29,0,80.3,0.0255,2.77,0
2024-01-30,视频,底部,18-24岁,882,19,0,50.77,0.0218,2.67,0
2024-01-30,信息流,侧边栏,25-34岁,1234,26,0,53.13,0.0213,2.04,0
2024-01-30,横幅,开屏,18-24岁,542,10,0,20.72,0.0191,2.07,0
2024-01-30,视频,侧边栏,18-24岁,729,20,0,59.98,0.028,3.0,0
2024-01-30,信息流,信息流,35-44岁,1200,32,0,65.28,0.0275,2.04,0
2024-01-30,横幅,开屏,35-44岁,561,11,0,24.32,0.0211,2.21,0
2024-01-30,视频,开屏,35-44岁,925,37,0,80.99,0.0407,2.19,0
2024-01-30,信息流,首页,25-34岁,1131,36,0,84.56,0.0321,2.35,0
2024-01-30,视频,底部,35-44岁,851,22,0,65.95,0.0261,3.0,0
2024-01-30,视频,侧边栏,35-44岁,774,21,0,61.05,0.0276,2.91,0
2024-01-30,横幅,侧边栏,45-54岁,505,6,0,15.17,0.0127,2.53,0
2024-01-30,横幅,侧边栏,35-44岁,532,6,0,16.77,0.0129,2.79,0
2024-01-30,原生,首页,55岁以上,1043,28,0,56.92,0.0277,2.03,0
2024-01-30,图片,底部,45-54岁,899,13,0,30.99,0.0147,2.38,0
2024-01-30,图片,开屏,45-54岁,1187,31,0,69.53,0.0263,2.24,0
2024-01-30,图片,首页,25-34岁,1052,26,0,62.42,0.0254,2.4,0
2024-01-30,图片,底部,35-44岁,1076,18,0,48.93,0.0173,2.72,0
2024-01-30,图片,侧边栏,55岁以上,973,18,0,42.89,0.0188,2.38,0
2024-01-30,横幅,首页,25-34岁,670,12,0,31.89,0.0182,2.66,0
2024-01-30,原生,开屏,45-54岁,1040,27,0,61.37,0.0265,2.27,0
2024-01-30,原生,底部,18-24岁,881,16,0,36.42,0.0186,2.28,0
2024-01-30,横幅,开屏,25-34岁,652,12,0,25.77,0.019,2.15,0
2024-01-30,原生,首页,18-24岁,809,21,0,50.26,0.0266,2.39,0
2024-01-30,信息流,首页,25-34岁,1060,33,0,78.32,0.0313,2.37,0
2024-01-30,信息流,首页,18-24岁,1376,40,0,103.97,0.0298,2.6,0
2024-01-30,视频,信息流,25-34岁,699,23,0,62.96,0.034,2.74,0
2024-01-30,视频,信息流,35-44岁,683,23,0,68.44,0.0345,2.98,0
2024-01-30,视频,信息流,45-54岁,817,27,0,56.91,0.0336,2.11,0
2024-01-31,原生,开屏,45-54岁,834,22,0,64.04,0.0269,2.91,0
2024-01-31,视频,信息流,45-54岁,644,23,0,53.11,0.0359,2.31,0
2024-01-31,图片,首页,35-44岁,1080,24,0,59.01,0.0226,2.46,0
2024-01-31,信息流,底部,25-34岁,1389,26,0,69.76,0.0191,2.68,0
2024-01-31,横幅,侧边栏,35-44岁,670,9,0,25.24,0.0139,2.8,0
2024-01-31,横幅,开屏,25-34岁,510,9,0,19.28,0.0196,2.14,0
2024-01-31,图片,侧边栏,45-54岁,999,19,0,47.82,0.0198,2.52,0
2024-01-31,横幅,首页,18-24岁,608,11,0,31.81,0.0188,2.89,0
2024-01-31,横幅,首页,35-44岁,545,8,0,16.24,0.0164,2.03,0
2024-01-31,原生,底部,45-54岁,939,15,0,44.93,0.017,3.0,0
2024-01-31,原生,首页,55岁以上,863,20,0,55.48,0.0242,2.77,0
2024-01-31,原生,底部,35-44岁,771,14,0,41.13,0.0189,2.94,0
2024-01-31,横幅,信息流,25-34岁,664,11,0,25.99,0.0168,2.36,0
2024-01-31,图片,首页,18-24岁,837,18,0,50.61,0.0221,2.81,0
2024-01-31,视频,首页,35-44岁,660,24,0,70.74,0.0376,2.95,0
2024-01-31,视频,首页,25-34岁,764,28,0,78.51,0.037,2.8,0
2024-01-31,原生,开屏,18-24岁,964,30,0,70.54,0.0313,2.35,0
2024-01-31,横幅,首页,45-54岁,585,9,0,18.11,0.0164,2.01,0
2024-01-31,横幅,开屏,45-54岁,617,11,0,32.76,0.0188,2.98,0
2024-01-31,横幅,信息流,55岁以上,612,10,0,28.48,0.0167,2.85,0
2024-01-31,横幅,底部,35-44岁,567,7,0,15.89,0.0129,2.27,0
2024-01-31,图片,底部,18-24岁,1043,16,0,42.25,0.0163,2.64,0
2024-01-31,原生,侧边栏,35-44岁,1064,21,0,60.55,0.0197,2.88,0
2024-01-31,图片,信息流,45-54岁,899,21,0,43.25,0.0241,2.06,0
2024-01-31,信息流,底部,55岁以上,1125,23,0,65.66,0.0208,2.85,0
2024-01-31,信息流,开屏,55岁以上,1077,31,0,74.2,0.0294,2.39,0
2024-01-31,视频,首页,18-24岁,953,35,0,103.94,0.0371,2.97,0
2024-01-31,视频,首页,18-24岁,706,26,0,64.31,0.037,2.47,0
2024-01-31,视频,底部,25-34岁,756,18,0,36.38,0.025,2.02,0
2024-01-31,图片,首页,25-34岁,815,19,0,51.18,0.0235,2.69,0
2024-02-01,视频,底部,45-54岁,664,15,0,34.8,0.023,2.32,0
2024-02-01,横幅,首页,25-34岁,544,9,0,25.93,0.0167,2.88,0
2024-02-01,视频,首页,35-44岁,641,21,0,55.13,0.033,2.63,0
2024-02-01,信息流,开屏,18-24岁,1239,43,0,124.12,0.0348,2.89,0
2024-02-01,图片,首页,25-34岁,860,20,0,44.7,0.0241,2.24,0
2024-02-01,横幅,开屏,18-24岁,563,11,0,27.24,0.0212,2.48,0
2024-02-01,图片,底部,55岁以上,1028,16,0,34.08,0.0159,2.13,0
2024-02-01,图片,侧边栏,55岁以上,1107,18,0,52.43,0.017,2.91,0
2024-02-01,视频,首页,35-44岁,756,27,0,66.76,0.0367,2.47,0
2024-02-01,横幅,信息流,55岁以上,489,7,0,20.43,0.0152,2.92,0
2024-02-01,图片,首页,55岁以上,1119,27,0,54.37,0.025,2.01,0
2024-02-01,横幅,底部,55岁以上,544,5,0,12.15,0.011,2.43,0
2024-02-01,视频,首页,25-34岁,779,28,0,80.23,0.037,2.87,0
2024-02-01,横幅,信息流,35-44岁,652,11,0,31.07,0.0177,2.82,0
2024-02-01,横幅,信息流,45-54岁,564,9,0,26.77,0.0176,2.97,0
